LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallCond,Exterior1st,ExterQual,Foundation,BsmtExposure,BsmtFinType1,BsmtUnfSF,HeatingQC,1stFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageArea,MoSold,YrSold,SalePrice
6371,IR1,Inside,NridgHt,1Story,5,VinylSd,Gd,PConc,Mn,GLQ,625,Ex,1358,1,2,0,2,Gd,1,Attchd,RFn,484,6,2010,224000
7226,IR1,CulDSac,CollgCr,2Story,5,VinylSd,Gd,PConc,No,Unf,798,Ex,798,0,2,1,3,Gd,0,Attchd,RFn,595,6,2008,183000
6000,Reg,Inside,OldTown,1Story,4,MetalSd,Fa,CBlock,No,Unf,936,TA,936,0,1,0,2,TA,0,Detchd,Unf,576,2,2009,93000
12394,IR1,Corner,Gilbert,2Story,5,VinylSd,Gd,PConc,Gd,Unf,847,Ex,847,0,2,1,3,Gd,1,BuiltIn,Fin,433,10,2007,225000
9900,Reg,Inside,SWISU,1.5Fin,7,VinylSd,TA,BrkTil,No,Unf,778,TA,944,0,2,0,3,TA,1,Detchd,Unf,240,7,2009,139500
11216,Reg,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,Unf,1489,Ex,1489,0,2,0,3,Gd,1,Attchd,RFn,776,6,2006,232600
6130,Reg,Inside,BrkSide,1.5Unf,6,MetalSd,TA,BrkTil,No,ALQ,0,Gd,784,1,1,0,2,Gd,0,Attchd,Unf,0,5,2008,109500
8529,IR1,Inside,SawyerW,1Story,5,VinylSd,Gd,PConc,No,GLQ,1434,Ex,1434,0,2,0,3,Gd,1,Attchd,RFn,527,4,2009,189000
2544,Reg,Inside,Somerst,2Story,5,MetalSd,Gd,PConc,No,Unf,600,Ex,520,0,2,1,2,Gd,0,Detchd,RFn,480,7,2006,147400
11900,IR1,Corner,NAmes,1Story,5,HdBoard,TA,CBlock,No,Rec,352,TA,1392,1,1,1,3,TA,2,Attchd,RFn,458,6,2008,166000
3180,Reg,Inside,Somerst,2Story,5,MetalSd,TA,PConc,No,Unf,600,Ex,520,0,2,1,2,Gd,0,Detchd,RFn,480,6,2006,151000
9548,IR1,CulDSac,CollgCr,2Story,6,VinylSd,Gd,PConc,No,GLQ,458,Ex,941,1,2,1,3,Gd,1,Attchd,RFn,613,1,2010,237000
10004,Reg,Inside,NAmes,1Story,6,HdBoard,TA,CBlock,No,Rec,975,TA,1516,0,1,1,3,TA,0,Attchd,RFn,472,2,2009,167000
7875,Reg,Inside,NAmes,1Story,6,VinylSd,TA,CBlock,No,Rec,572,Gd,1144,1,1,0,3,TA,0,Attchd,Unf,456,9,2008,139950
9600,Reg,Inside,Sawyer,1Story,7,VinylSd,TA,CBlock,No,BLQ,625,TA,1067,0,2,0,2,Gd,0,Attchd,Unf,436,2,2010,128000
8100,Reg,Inside,OldTown,1Story,6,VinylSd,TA,BrkTil,No,Rec,1221,Gd,1559,1,1,0,2,TA,0,Detchd,Unf,812,6,2007,153500
1680,Reg,Inside,BrDale,2Story,5,HdBoard,TA,CBlock,No,BLQ,153,TA,483,1,1,1,2,TA,0,Detchd,Unf,264,11,2008,100000
9525,Reg,Inside,CollgCr,1Story,6,VinylSd,TA,PConc,No,Unf,1099,Ex,1099,0,1,1,3,Gd,0,Attchd,Unf,352,6,2008,144000
11767,Reg,Inside,Edwards,1.5Fin,6,MetalSd,TA,CBlock,No,BLQ,416,Ex,768,0,1,0,3,TA,0,Detchd,Unf,240,5,2008,130500
9020,Reg,Inside,NAmes,SLvl,7,HdBoard,TA,CBlock,Gd,Rec,276,TA,1165,1,1,1,3,TA,0,Attchd,RFn,490,5,2008,174900
16647,IR1,CulDSac,Sawyer,SFoyer,5,HdBoard,TA,CBlock,Gd,ALQ,0,TA,1701,1,2,0,3,TA,2,Basment,Fin,611,1,2007,171000
9317,Reg,Inside,SawyerW,2Story,5,HdBoard,Gd,PConc,No,ALQ,227,Ex,1006,1,2,1,3,Gd,1,Attchd,Unf,425,7,2009,213000
15523,IR1,CulDSac,CollgCr,1Story,6,HdBoard,TA,CBlock,Av,BLQ,404,Ex,864,1,1,0,3,TA,1,Attchd,Unf,338,8,2009,133500
9600,Reg,FR2,Veenker,SLvl,7,Plywood,Gd,CBlock,No,Unf,528,Ex,1094,0,2,1,3,TA,1,Attchd,RFn,512,8,2007,187000
4435,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,189,Ex,848,1,1,0,1,Gd,0,Attchd,Fin,420,11,2007,131500
3196,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,Gd,Unf,1273,Ex,1456,0,2,0,2,Gd,1,Attchd,Fin,400,5,2006,215000
7128,Reg,Inside,Crawfor,2.5Unf,5,MetalSd,TA,CBlock,No,Rec,554,Gd,918,0,2,0,4,TA,2,Detchd,Unf,240,8,2007,164000
12095,IR1,Corner,NAmes,SLvl,6,MetalSd,TA,CBlock,Gd,Rec,563,TA,1445,0,1,1,3,TA,1,Attchd,RFn,645,8,2009,158000
10970,IR1,Inside,CollgCr,SLvl,6,Plywood,TA,CBlock,Gd,GLQ,0,TA,1026,1,1,0,3,TA,0,Detchd,Unf,576,10,2008,147000
8125,Reg,Inside,Gilbert,2Story,5,HdBoard,TA,PConc,No,Unf,702,Gd,702,0,2,1,3,TA,1,Attchd,Fin,343,3,2009,174000
10400,Reg,Inside,NWAmes,1Story,5,HdBoard,TA,CBlock,No,Unf,1090,TA,1370,0,2,0,3,TA,1,Attchd,RFn,479,6,2009,152000
11029,IR1,Corner,NWAmes,2Story,7,HdBoard,TA,CBlock,Mn,BLQ,435,TA,1512,1,2,1,4,Gd,1,Attchd,Unf,619,8,2006,250000
11625,Reg,Inside,Sawyer,1Story,4,Plywood,TA,PConc,Mn,BLQ,198,Ex,1039,1,1,1,3,TA,0,Attchd,Unf,504,4,2010,131500
9672,Reg,Corner,SawyerW,1Story,5,HdBoard,TA,PConc,No,GLQ,702,TA,1097,0,2,0,3,TA,0,Attchd,Unf,480,5,2010,152000
7931,Reg,Inside,NAmes,1Story,5,BrkFace,TA,CBlock,No,BLQ,0,TA,1148,1,1,0,3,TA,0,Attchd,Unf,672,7,2009,132500
8640,Reg,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,Unf,1372,Ex,1372,0,2,0,3,Gd,0,Attchd,Fin,529,5,2008,250580
8750,IR1,Inside,NAmes,1Story,6,MetalSd,TA,CBlock,No,BLQ,174,TA,1002,1,1,0,3,TA,0,Detchd,Unf,902,8,2009,148500
10656,IR1,Inside,Timber,1Story,5,VinylSd,Gd,PConc,Av,Unf,1638,Ex,1646,0,2,0,3,Gd,1,Attchd,RFn,870,11,2007,248900
6970,Reg,Corner,Sawyer,1Story,5,VinylSd,TA,CBlock,No,ALQ,108,TA,1120,1,1,1,3,Fa,0,Attchd,RFn,544,5,2007,129000
14762,IR2,Corner,Gilbert,2Story,6,Plywood,TA,Slab,No,Unf,0,Gd,1547,0,2,0,2,TA,1,Attchd,Unf,672,5,2006,169000
9938,Reg,Inside,SawyerW,2Story,5,MetalSd,Gd,PConc,No,GLQ,300,Ex,1062,1,2,1,3,Gd,1,Attchd,Fin,574,6,2010,236000
6600,Reg,Inside,NAmes,1Story,5,MetalSd,TA,CBlock,No,Unf,894,Gd,894,0,1,0,2,TA,0,Detchd,Unf,308,8,2009,109500
8750,Reg,Inside,CollgCr,2Story,5,VinylSd,TA,PConc,No,GLQ,299,Ex,804,0,2,1,3,Gd,0,Attchd,RFn,523,6,2010,200500
8892,Reg,Corner,NAmes,1Story,7,WdShing,Gd,Stone,Av,Unf,105,Gd,910,0,1,0,3,Gd,0,Attchd,Unf,414,10,2008,116000
12144,Reg,Inside,NAmes,1Story,7,HdBoard,Gd,CBlock,No,Rec,457,Gd,1036,0,1,0,3,TA,1,Attchd,Unf,288,9,2009,133000
5720,Reg,Inside,OldTown,1.5Fin,6,Wd Sdng,TA,CBlock,No,Unf,676,Ex,676,0,1,1,3,TA,0,Detchd,Unf,200,8,2009,66500
9000,Reg,Inside,Somerst,2Story,5,CemntBd,Gd,PConc,Av,GLQ,1120,Ex,1184,0,2,1,4,Ex,1,BuiltIn,Fin,550,8,2007,303477
11782,IR1,Inside,Sawyer,SFoyer,7,HdBoard,TA,CBlock,Av,ALQ,210,TA,1155,1,1,0,3,Gd,0,Detchd,Unf,576,6,2010,148000
7024,Reg,Inside,Edwards,1Story,5,VinylSd,TA,PConc,No,ALQ,110,Gd,1090,1,1,1,2,TA,0,Attchd,Fin,450,6,2007,157000
13758,IR1,CulDSac,Timber,1.5Fin,5,HdBoard,Gd,CBlock,Mn,LwQ,254,Ex,1187,0,2,1,3,Gd,1,Attchd,RFn,400,4,2007,187500
9636,IR1,Corner,Gilbert,2Story,5,VinylSd,TA,PConc,No,Unf,808,Gd,808,0,2,1,3,TA,1,BuiltIn,RFn,389,12,2009,178000
7150,Reg,Inside,NAmes,1Story,5,HdBoard,TA,CBlock,No,BLQ,460,TA,892,0,1,0,3,TA,0,Attchd,RFn,288,7,2009,100000
8393,Reg,Corner,NAmes,1Story,5,MetalSd,TA,CBlock,No,LwQ,1098,Ex,1712,0,2,0,4,TA,0,Attchd,Fin,588,6,2006,145000
16466,IR1,Inside,Edwards,1.5Fin,7,MetalSd,TA,PConc,No,Unf,816,TA,872,0,1,1,3,TA,0,Attchd,Unf,300,4,2008,135500
12160,Reg,Inside,NAmes,1Story,4,Wd Sdng,TA,CBlock,No,BLQ,481,Ex,1505,1,1,0,2,TA,1,Attchd,RFn,505,2,2009,149500
8064,Reg,Corner,NAmes,1.5Fin,7,MetalSd,TA,CBlock,Mn,Unf,672,Ex,672,0,1,0,3,TA,1,Detchd,Unf,576,7,2007,122900
11184,Reg,Inside,Sawyer,2Story,5,HdBoard,TA,CBlock,No,LwQ,192,Gd,918,0,2,1,3,TA,1,Attchd,RFn,440,7,2009,172500
13284,Reg,Inside,Sawyer,1Story,5,Wd Sdng,TA,PConc,Mn,BLQ,319,TA,1383,1,1,0,3,TA,1,Attchd,Unf,354,6,2008,165000
7018,Reg,Inside,SawyerW,1Story,5,Plywood,TA,Slab,No,Unf,0,TA,1535,0,2,0,4,TA,0,Attchd,Unf,400,6,2009,118858
7056,Reg,Inside,NAmes,2Story,5,HdBoard,TA,CBlock,No,BLQ,380,TA,983,1,1,1,4,TA,1,Attchd,RFn,483,10,2008,140000
8765,Reg,Inside,IDOTRR,1Story,6,Wd Sdng,TA,BrkTil,No,ALQ,666,Ex,951,0,1,0,2,TA,0,Detchd,Unf,327,4,2006,106500
6993,Reg,Inside,Sawyer,1Story,7,HdBoard,TA,CBlock,No,BLQ,447,TA,1236,0,1,0,3,TA,1,Attchd,Unf,288,6,2006,135000
7340,IR1,Inside,NAmes,1Story,6,HdBoard,TA,CBlock,No,ALQ,536,TA,858,0,1,0,2,TA,0,Detchd,Unf,684,6,2007,110000
8712,IR1,Inside,NAmes,1Story,7,MetalSd,TA,CBlock,Mn,BLQ,132,TA,1306,1,1,0,2,TA,0,Detchd,Unf,756,5,2009,153000
7875,Reg,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,783,Ex,807,0,2,1,3,Gd,1,Attchd,Fin,393,7,2006,180000
14859,IR1,CulDSac,Gilbert,1Story,5,VinylSd,Gd,PConc,No,Unf,1670,Ex,1670,0,2,0,3,Gd,1,Attchd,RFn,690,8,2006,240000
6173,IR1,Inside,Sawyer,1Story,6,HdBoard,TA,CBlock,No,GLQ,277,TA,902,0,1,0,3,TA,0,Attchd,Unf,288,8,2007,125500
9920,Reg,Inside,NAmes,1Story,5,HdBoard,TA,CBlock,No,Rec,412,TA,1063,1,1,0,3,TA,0,Attchd,RFn,280,2,2010,128000
13501,IR1,Corner,Somerst,1Story,5,VinylSd,Gd,PConc,No,GLQ,1560,Ex,1636,1,2,0,3,Gd,1,Attchd,RFn,865,6,2007,255000
11500,IR1,Inside,Crawfor,1.5Fin,7,BrkFace,Gd,CBlock,No,Rec,794,Gd,1020,0,1,1,3,Gd,1,Attchd,Fin,180,6,2006,250000
8885,IR1,Inside,Mitchel,1Story,5,HdBoard,TA,CBlock,Av,BLQ,239,TA,902,1,1,0,2,TA,0,Attchd,Unf,484,6,2006,131000
12589,IR2,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,742,Ex,742,0,2,1,3,Gd,1,Attchd,Fin,390,6,2009,174000
9286,IR1,CulDSac,CollgCr,1Story,7,HdBoard,TA,CBlock,Av,ALQ,1072,TA,1268,0,1,1,3,Gd,0,Detchd,Unf,252,10,2009,143500
6120,Reg,Inside,BrkSide,1Story,7,MetalSd,TA,BrkTil,No,Rec,279,TA,1015,0,1,0,3,TA,0,Detchd,Unf,450,7,2006,88000
6270,Reg,Inside,Crawfor,2Story,6,MetalSd,TA,CBlock,No,BLQ,717,TA,1001,0,2,0,4,TA,0,2Types,Unf,871,8,2007,145000
3000,Reg,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,Av,GLQ,318,Ex,612,0,2,1,2,Gd,0,Detchd,RFn,528,6,2009,173733
2001,Reg,Inside,MeadowV,2Story,5,CemntBd,TA,CBlock,No,Unf,546,Fa,546,0,1,1,3,TA,0,Attchd,Unf,286,1,2007,75000
17140,Reg,Inside,Edwards,1Story,6,VinylSd,TA,CBlock,No,ALQ,75,Ex,1229,0,1,0,3,TA,0,Attchd,RFn,284,4,2009,135000
13125,IR1,Corner,SawyerW,2Story,5,HdBoard,Gd,PConc,Mn,BLQ,422,Ex,912,1,2,1,4,Gd,1,Attchd,RFn,833,11,2007,238000
8462,IR1,Inside,SawyerW,2Story,5,HdBoard,Gd,PConc,No,GLQ,114,Ex,936,0,2,1,3,Gd,0,Attchd,RFn,471,7,2007,201000
8777,Reg,Inside,Edwards,1.5Fin,7,MetalSd,TA,CBlock,No,ALQ,188,Gd,1272,2,2,2,4,TA,0,Attchd,Unf,0,9,2008,145900
10237,Reg,Inside,Gilbert,1Story,5,VinylSd,Gd,PConc,No,GLQ,1288,Ex,1316,0,2,0,3,Gd,1,Attchd,Fin,397,10,2006,169990
8012,Reg,Inside,SawyerW,1Story,5,Plywood,Gd,PConc,No,LwQ,598,Ex,1617,1,2,0,2,Gd,1,Attchd,RFn,533,7,2008,193000
10240,Reg,Inside,NWAmes,1Story,6,Plywood,TA,CBlock,No,BLQ,0,TA,1686,1,2,0,3,TA,1,Attchd,Unf,612,5,2006,207500
15611,IR1,Corner,NWAmes,1Story,6,VinylSd,TA,PConc,Av,ALQ,266,TA,1126,0,2,0,3,Ex,0,Attchd,RFn,540,3,2008,175000
11999,Reg,Inside,NridgHt,2Story,5,VinylSd,Gd,PConc,No,Unf,1181,Ex,1234,0,2,1,4,Ex,1,BuiltIn,Fin,656,5,2007,285000
9900,Reg,Inside,NWAmes,2Story,5,MetalSd,TA,CBlock,No,BLQ,280,Gd,1098,0,2,1,4,TA,1,Attchd,RFn,486,4,2008,176000
13006,IR1,Corner,Gilbert,2Story,5,HdBoard,TA,PConc,No,Unf,964,Gd,993,0,2,1,4,Gd,1,BuiltIn,Fin,642,11,2006,222000
8925,IR1,Inside,Timber,1Story,5,VinylSd,Gd,PConc,Av,GLQ,1450,Ex,1466,0,2,0,3,Gd,0,Attchd,Fin,610,7,2009,201000
9100,Reg,Inside,NAmes,1Story,6,VinylSd,TA,CBlock,No,BLQ,121,Ex,925,0,1,0,2,TA,0,Detchd,Unf,429,7,2009,117500
8487,Reg,FR2,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,1480,Ex,1500,0,2,0,3,Gd,0,Attchd,RFn,570,8,2009,190000
5825,IR1,Inside,BrkSide,1Story,5,MetalSd,TA,PConc,Mn,Unf,600,Gd,747,0,1,0,1,TA,0,Detchd,Unf,528,6,2006,79900
10083,Reg,Inside,SawyerW,1Story,5,VinylSd,Gd,PConc,No,GLQ,343,Ex,1200,1,2,0,2,Gd,0,Attchd,RFn,555,8,2009,184900
9675,Reg,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,Mn,GLQ,772,Ex,1113,0,2,1,3,Gd,1,Attchd,RFn,689,2,2009,253000
8760,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,Mn,GLQ,927,Ex,1391,0,2,1,3,Gd,0,Attchd,RFn,868,8,2006,239799
12640,IR1,Inside,Mitchel,1Story,5,Plywood,TA,CBlock,Gd,Rec,396,TA,1728,0,2,0,4,TA,0,Attchd,Unf,574,7,2006,150900
8755,IR1,FR2,Gilbert,2Story,5,VinylSd,Gd,PConc,No,ALQ,220,Ex,1022,1,2,1,3,Gd,1,BuiltIn,RFn,390,6,2009,214000
14375,IR1,CulDSac,Timber,SLvl,6,HdBoard,TA,CBlock,No,GLQ,354,Gd,1344,0,1,0,3,Gd,1,Basment,RFn,525,1,2009,137500
8820,Reg,Corner,OldTown,1.5Fin,6,VinylSd,TA,BrkTil,No,LwQ,0,TA,1188,0,1,0,2,TA,0,Detchd,Unf,456,9,2009,124900
8163,Reg,Inside,NAmes,SLvl,6,HdBoard,TA,CBlock,Av,ALQ,102,TA,1144,1,1,0,3,TA,1,Attchd,RFn,796,3,2006,143000
14536,Reg,Inside,Timber,1Story,5,VinylSd,Gd,PConc,Av,GLQ,316,Ex,1629,1,2,0,3,Gd,1,Attchd,Fin,808,11,2007,270000
14006,IR1,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,Unf,936,Ex,936,0,2,1,3,Gd,1,Attchd,RFn,474,2,2006,192500
9360,Reg,Inside,NWAmes,1Story,7,Plywood,TA,CBlock,No,ALQ,179,TA,1381,1,1,1,3,Gd,1,Attchd,RFn,676,3,2010,197500
7800,Reg,Corner,SawyerW,1Story,5,VinylSd,TA,CBlock,No,BLQ,187,Gd,965,1,1,0,3,TA,0,Detchd,Unf,300,7,2006,119900
11075,IR1,Inside,Mitchel,2Story,4,HdBoard,TA,CBlock,Av,ALQ,29,Ex,1168,0,2,1,4,TA,1,Attchd,RFn,530,9,2008,172000
9400,IR1,CulDSac,Edwards,SFoyer,5,WdShing,TA,CBlock,Gd,GLQ,0,TA,980,0,2,0,4,TA,0,Attchd,Unf,0,10,2006,127500
7136,IR1,Inside,Crawfor,2Story,6,MetalSd,TA,CBlock,No,Rec,495,TA,979,0,2,0,4,TA,0,Attchd,Unf,492,8,2007,145000
7420,Reg,Inside,Sawyer,1Story,5,MetalSd,TA,CBlock,No,Rec,640,TA,1057,0,1,0,3,TA,0,Detchd,Fin,576,4,2007,132000
8450,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Mn,GLQ,638,Ex,1337,1,2,0,3,Gd,0,Attchd,RFn,531,10,2007,185000
2572,Reg,FR2,Somerst,2Story,5,MetalSd,Gd,PConc,No,ALQ,92,Ex,696,1,2,1,3,Gd,0,Detchd,Unf,484,5,2010,155000
7207,IR1,Inside,BrkSide,1Story,7,Wd Sdng,TA,CBlock,Gd,BLQ,162,Gd,858,1,1,0,2,TA,0,Attchd,Unf,0,2,2010,116500
12227,IR1,Corner,NWAmes,2Story,7,HdBoard,TA,CBlock,No,ALQ,434,TA,1542,1,2,1,4,TA,1,Attchd,Fin,619,7,2008,272000
2308,Reg,Corner,NPkVill,2Story,6,Plywood,TA,CBlock,No,ALQ,248,TA,804,1,2,1,3,Gd,1,Detchd,Unf,440,7,2007,155000
11316,Reg,Corner,Timber,2Story,5,VinylSd,Gd,PConc,No,GLQ,193,Ex,824,1,2,1,4,Gd,1,BuiltIn,Fin,510,2,2010,214900
10237,Reg,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,783,Ex,783,0,2,1,3,Gd,1,Attchd,Fin,393,7,2007,178900
9600,IR1,Inside,Crawfor,1.5Fin,7,MetalSd,Gd,BrkTil,No,Rec,300,Ex,976,1,1,1,2,TA,2,Detchd,Unf,256,6,2009,160000
7390,IR1,Inside,NAmes,1Story,7,Wd Sdng,TA,CBlock,No,ALQ,196,TA,1098,1,1,0,3,TA,0,Attchd,Unf,260,7,2008,135000
5925,Reg,Inside,OldTown,1.5Fin,6,VinylSd,TA,BrkTil,No,Unf,600,Fa,600,0,1,0,2,TA,0,Attchd,Unf,0,5,2009,37900
10382,Reg,Inside,NAmes,SLvl,5,HdBoard,TA,CBlock,Gd,ALQ,75,TA,1095,1,1,0,2,TA,0,Attchd,RFn,264,3,2006,140000
10800,Reg,Inside,NAmes,1.5Fin,4,AsbShng,TA,CBlock,No,Unf,720,TA,720,0,1,1,4,TA,0,Attchd,Unf,0,12,2006,135000
2268,Reg,Inside,NridgHt,2Story,5,VinylSd,Gd,PConc,No,GLQ,197,Ex,764,0,2,0,2,Gd,0,BuiltIn,RFn,474,7,2009,173000
7892,Reg,Inside,SawyerW,1Story,5,Plywood,TA,CBlock,No,Unf,918,TA,918,0,2,0,2,TA,1,Attchd,Unf,264,4,2010,99500
11639,Reg,Corner,Somerst,1Story,5,CemntBd,Gd,PConc,No,Unf,1428,Ex,1428,0,2,0,3,Gd,0,Attchd,Fin,480,12,2008,182000
2651,Reg,FR2,Somerst,2Story,5,MetalSd,Gd,PConc,No,GLQ,32,Ex,673,1,2,1,3,Gd,0,Detchd,Unf,490,4,2006,165000
5900,IR1,Inside,BrkSide,1Story,7,Wd Sdng,TA,PConc,No,Unf,440,TA,869,0,1,0,2,Fa,0,Attchd,Unf,0,8,2006,85500
4274,IR1,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,GLQ,135,Ex,1241,1,1,1,1,Gd,0,Attchd,Fin,569,11,2007,199900
9450,Reg,Inside,Edwards,1Story,5,MetalSd,TA,CBlock,No,LwQ,342,Ex,894,0,1,0,3,TA,0,Detchd,Unf,400,5,2007,110000
8816,Reg,Corner,Sawyer,1Story,6,VinylSd,TA,PConc,No,Rec,470,TA,1121,1,1,0,3,TA,0,Detchd,Unf,480,6,2009,139000
3182,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,Av,Unf,1266,Ex,1266,0,2,0,2,Gd,1,Attchd,Fin,388,3,2008,159895
11250,Reg,Corner,CollgCr,2Story,5,CemntBd,Gd,PConc,Mn,Unf,1128,Ex,1149,0,2,1,4,Gd,1,Attchd,Unf,779,5,2008,255900
10125,Reg,Inside,Mitchel,1.5Fin,5,Plywood,TA,CBlock,No,Unf,0,TA,1302,0,2,0,4,Gd,0,Attchd,Unf,539,8,2009,126000
10880,Reg,Inside,Edwards,1Story,5,MetalSd,TA,CBlock,No,ALQ,124,TA,1164,1,1,0,3,TA,0,Detchd,Unf,240,8,2008,125000
12046,IR1,Inside,NWAmes,2Story,6,Plywood,TA,CBlock,No,LwQ,692,TA,1118,0,2,1,4,Gd,1,Attchd,Fin,551,6,2007,195000
8125,Reg,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,No,Unf,770,Ex,778,0,2,1,3,Gd,0,Attchd,RFn,614,8,2006,197000
8846,Reg,Inside,CollgCr,2Story,5,VinylSd,TA,PConc,No,Unf,750,Ex,750,0,2,1,3,Gd,0,Attchd,RFn,564,8,2006,173900
4712,IR1,Inside,BrkSide,1.5Fin,7,MetalSd,TA,CBlock,No,ALQ,363,TA,774,1,1,1,3,TA,0,Detchd,Unf,305,8,2006,121600
10659,IR1,Inside,NAmes,1Story,6,Wd Sdng,TA,CBlock,No,Rec,135,TA,1050,1,1,0,3,TA,0,Attchd,Unf,368,1,2006,136500
11717,IR1,Inside,NWAmes,1Story,6,HdBoard,TA,CBlock,No,Unf,1442,TA,1442,0,2,0,2,TA,1,Attchd,RFn,615,2,2009,185000
9786,Reg,Inside,IDOTRR,1Story,4,Wd Sdng,TA,BrkTil,No,Unf,1007,Fa,1077,0,1,0,3,TA,1,Detchd,Unf,210,5,2006,91000
6762,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,501,Ex,1208,1,2,0,2,Gd,0,Attchd,RFn,632,2,2010,206000
5400,Reg,Corner,OldTown,1Story,6,Wd Sdng,TA,BrkTil,No,Unf,691,Ex,691,0,1,0,2,Ex,0,Detchd,Unf,216,1,2007,86000
11957,IR1,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,GLQ,1550,Ex,1574,0,2,0,3,Gd,1,Attchd,RFn,824,7,2008,232000
11500,IR1,Corner,NWAmes,1Story,6,VinylSd,TA,CBlock,No,Unf,1680,Fa,1680,0,2,0,4,TA,0,Detchd,Unf,528,6,2007,136905
3182,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,No,GLQ,1330,Ex,1504,0,2,0,1,Gd,1,Attchd,Fin,457,5,2009,181000
2217,Reg,Inside,MeadowV,2Story,4,CemntBd,TA,CBlock,No,BLQ,0,TA,546,0,1,1,3,TA,0,Attchd,RFn,286,8,2009,88000
6000,Reg,Inside,SWISU,1.5Fin,5,Wd Sdng,TA,BrkTil,No,Unf,1008,Ex,1008,0,2,0,4,TA,0,Attchd,Unf,0,6,2006,102000
9825,Reg,Inside,Edwards,1Story,5,AsphShn,TA,CBlock,No,Unf,0,TA,1664,0,2,0,4,TA,0,Attchd,Unf,0,5,2010,100000
10592,Reg,Inside,Crawfor,2Story,7,Wd Sdng,TA,PConc,No,Unf,602,TA,900,0,1,1,3,Gd,2,Detchd,Unf,180,8,2007,165000
7200,Reg,Inside,OldTown,1Story,4,MetalSd,TA,BrkTil,No,ALQ,310,TA,1022,1,1,0,2,TA,0,Detchd,Unf,280,6,2009,85000
11664,Reg,Inside,NAmes,1Story,5,MetalSd,TA,CBlock,No,BLQ,746,TA,1082,0,1,0,2,TA,1,Detchd,Unf,240,11,2007,119200
8400,Reg,Inside,NWAmes,2Story,6,VinylSd,Gd,PConc,No,GLQ,167,Ex,810,1,2,1,3,Gd,0,Attchd,Fin,528,11,2009,227000
11883,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Gd,GLQ,814,Ex,1504,1,2,0,3,Gd,1,Attchd,Fin,478,6,2009,203000
5814,IR1,CulDSac,StoneBr,1Story,5,HdBoard,Gd,CBlock,Av,GLQ,184,Gd,1360,1,1,0,1,Gd,1,Attchd,RFn,565,8,2009,187500
10784,IR1,FR2,Gilbert,SLvl,5,HdBoard,Gd,PConc,No,Unf,384,Gd,802,0,2,1,3,Gd,1,Attchd,RFn,402,5,2007,160000
3013,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,Gd,GLQ,1346,Ex,1506,0,2,0,2,Gd,1,Attchd,Fin,440,4,2006,213490
7024,Reg,Inside,Edwards,1Story,5,VinylSd,TA,PConc,No,GLQ,108,Ex,1132,1,1,1,2,Gd,0,Attchd,Fin,451,6,2008,176000
7406,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,515,Ex,1220,1,2,0,2,Gd,0,Attchd,RFn,632,7,2006,194000
9439,Reg,Inside,OldTown,1.5Fin,5,Wd Sdng,TA,CBlock,No,LwQ,588,Gd,912,0,1,0,2,TA,0,Detchd,Unf,160,3,2007,87000
3182,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,No,GLQ,1330,Ex,1504,0,2,0,2,Gd,1,Attchd,Fin,437,5,2008,191000
7700,Reg,Corner,CollgCr,1Story,5,VinylSd,TA,CBlock,No,LwQ,276,TA,882,1,1,0,3,TA,0,Detchd,Unf,461,3,2007,112500
9300,Reg,Inside,NAmes,1Story,5,MetalSd,TA,CBlock,No,Rec,571,TA,1264,1,1,0,3,TA,2,Attchd,Unf,461,4,2010,167500
9520,IR1,Inside,Timber,1Story,5,VinylSd,Gd,PConc,Gd,GLQ,125,Ex,1646,1,2,0,3,Gd,1,Attchd,RFn,800,4,2008,293077
